DATA SET,DATE,PLAYER,"OWN
TEAM","OPPONENT
TEAM","VENUE
(R/H)",MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2013-2014 Regular Season,4/12/14,Terrence Jones,Houston,New Orleans,H,24.32,4,8,0,1,2,2,1,1,2,1,1,1,1,4,10
2013-2014 Regular Season,4/12/14,Dwight Howard,Houston,New Orleans,H,29.22,5,8,0,0,3,8,0,6,6,2,3,1,1,2,13
2013-2014 Regular Season,4/12/14,James Harden,Houston,New Orleans,H,43.37,10,22,3,8,10,10,1,3,4,13,2,2,4,0,33
2013-2014 Regular Season,4/12/14,Patrick Beverley,Houston,New Orleans,H,33.22,6,12,4,8,4,4,1,2,3,4,5,2,1,1,20
2013-2014 Regular Season,4/12/14,Omer Asik,Houston,New Orleans,H,18.79,2,2,0,0,5,8,1,7,8,0,2,0,2,1,9
2013-2014 Regular Season,4/12/14,Jeremy Lin,Houston,New Orleans,H,31.24,6,8,1,1,5,5,1,3,4,1,4,4,1,0,18
2013-2014 Regular Season,4/12/14,Donatas Motiejunas,Houston,New Orleans,H,13.07,0,2,0,1,0,0,0,2,2,0,0,0,1,0,0
2013-2014 Regular Season,4/12/14,Jordan Hamilton,Houston,New Orleans,H,11.72,1,3,1,2,0,0,0,0,0,1,1,0,0,0,3
2013-2014 Regular Season,4/12/14,Troy Daniels,Houston,New Orleans,H,12.75,1,5,1,5,0,0,0,1,1,0,0,0,1,0,3
2013-2014 Regular Season,4/12/14,P.J. Tucker,Phoenix,Dallas,R,31.32,2,7,0,2,2,3,2,3,5,1,4,4,3,0,6
2013-2014 Regular Season,4/12/14,Channing Frye,Phoenix,Dallas,R,34.5,7,13,5,6,2,2,0,6,6,0,3,1,1,1,21
2013-2014 Regular Season,4/12/14,Miles Plumlee,Phoenix,Dallas,R,16.55,2,2,0,0,0,0,3,3,6,0,1,1,1,2,4
2013-2014 Regular Season,4/12/14,Goran Dragic,Phoenix,Dallas,R,40.49,6,18,0,3,1,3,1,4,5,4,4,1,2,0,13
2013-2014 Regular Season,4/12/14,Eric Bledsoe,Phoenix,Dallas,R,40.65,11,15,2,2,5,7,0,4,4,6,2,4,7,1,29
2013-2014 Regular Season,4/12/14,Markieff Morris,Phoenix,Dallas,R,31.45,2,8,0,1,4,4,4,2,6,2,1,2,0,0,8
2013-2014 Regular Season,4/12/14,Gerald Green,Phoenix,Dallas,R,27.32,2,9,1,3,4,4,1,6,7,0,1,2,3,0,9
2013-2014 Regular Season,4/12/14,Marcus Morris,Phoenix,Dallas,R,14.74,3,4,0,0,0,0,1,1,2,1,2,1,1,0,6
2013-2014 Regular Season,4/12/14,Ishmael Smith,Phoenix,Dallas,R,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2013-2014 Regular Season,4/12/14,Shawn Marion,Dallas,Phoenix,H,33.94,3,6,1,2,0,0,1,5,6,1,1,3,3,0,7
2013-2014 Regular Season,4/12/14,Dirk Nowitzki,Dallas,Phoenix,H,39.09,8,15,3,6,4,4,0,8,8,3,2,2,4,1,23
2013-2014 Regular Season,4/12/14,Samuel Dalembert,Dallas,Phoenix,H,14.44,2,5,0,0,2,2,3,2,5,0,0,0,0,1,6
2013-2014 Regular Season,4/12/14,Monta Ellis,Dallas,Phoenix,H,43.47,15,23,3,4,4,7,0,4,4,5,3,2,5,0,37
2013-2014 Regular Season,4/12/14,Jose Calderon,Dallas,Phoenix,H,17.04,0,3,0,1,0,0,0,1,1,2,0,0,1,0,0
2013-2014 Regular Season,4/12/14,Brandan Wright,Dallas,Phoenix,H,32.25,5,8,0,0,2,2,5,6,11,1,3,1,1,3,12
2013-2014 Regular Season,4/12/14,Devin Harris,Dallas,Phoenix,H,31.05,1,4,1,4,0,0,0,2,2,6,3,1,2,0,3
2013-2014 Regular Season,4/12/14,Vince Carter,Dallas,Phoenix,H,21.02,4,13,2,6,0,0,0,5,5,2,5,2,3,0,10
2013-2014 Regular Season,4/12/14,Jae Crowder,Dallas,Phoenix,H,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/12/14,Shane Larkin,Dallas,Phoenix,H,5.77,1,2,1,1,0,0,0,0,0,1,1,0,0,0,3
2013-2014 Regular Season,4/12/14,Gordon Hayward,Utah,Denver,R,34.67,7,18,0,4,9,10,0,4,4,2,2,2,2,0,23
2013-2014 Regular Season,4/12/14,Derrick Favors,Utah,Denver,R,34.3,6,10,0,0,1,5,2,8,10,2,5,4,3,2,13
2013-2014 Regular Season,4/12/14,Enes Kanter,Utah,Denver,R,36.94,8,14,0,0,6,7,4,10,14,1,5,1,4,1,22
2013-2014 Regular Season,4/12/14,Alec Burks,Utah,Denver,R,24.45,1,3,1,2,2,2,0,0,0,2,4,0,1,1,5
2013-2014 Regular Season,4/12/14,Trey Burke,Utah,Denver,R,38.42,5,13,1,5,1,1,0,3,3,8,0,0,0,0,12
2013-2014 Regular Season,4/12/14,Richard Jefferson,Utah,Denver,R,25.87,3,8,0,1,1,2,0,0,0,1,3,2,1,0,7
2013-2014 Regular Season,4/12/14,Jeremy Evans,Utah,Denver,R,20.59,3,7,0,0,4,5,1,4,5,1,3,1,1,2,10
2013-2014 Regular Season,4/12/14,Ian Clark,Utah,Denver,R,5.89,0,1,0,0,0,0,0,1,1,1,0,2,1,0,0
2013-2014 Regular Season,4/12/14,Diante Garrett,Utah,Denver,R,14.95,1,4,0,1,0,0,0,1,1,2,0,1,1,0,2
2013-2014 Regular Season,4/12/14,Rudy Gobert,Utah,Denver,R,3.95,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
2013-2014 Regular Season,4/12/14,Quincy Miller,Denver,Utah,H,14.27,0,2,0,2,0,0,0,3,3,1,4,0,1,2,0
2013-2014 Regular Season,4/12/14,Kenneth Faried,Denver,Utah,H,42.29,11,19,0,0,2,3,6,15,21,5,3,0,6,0,24
2013-2014 Regular Season,4/12/14,Timofey Mozgov,Denver,Utah,H,32.74,4,11,0,2,3,6,2,8,10,2,5,1,0,0,11
2013-2014 Regular Season,4/12/14,Randy Foye,Denver,Utah,H,39.6,7,13,3,4,9,9,2,2,4,6,1,0,4,1,26
2013-2014 Regular Season,4/12/14,Aaron Brooks,Denver,Utah,H,40.64,3,13,0,3,2,2,1,2,3,5,1,1,1,0,8
2013-2014 Regular Season,4/12/14,Evan Fournier,Denver,Utah,H,31.15,7,16,3,8,6,7,0,3,3,2,2,0,1,0,23
2013-2014 Regular Season,4/12/14,Wilson Chandler,Denver,Utah,H,20.54,3,7,1,2,2,2,0,2,2,2,4,2,2,1,9
2013-2014 Regular Season,4/12/14,Darrell Arthur,Denver,Utah,H,2.05,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-2014 Regular Season,4/12/14,Jan Vesely,Denver,Utah,H,16.75,0,2,0,0,0,0,3,3,6,0,5,1,3,1,0
2013-2014 Regular Season,4/13/14,Kevin Durant,Oklahoma City,Indiana,R,42.04,13,27,2,11,10,10,0,4,4,1,1,1,1,0,38
2013-2014 Regular Season,4/13/14,Serge Ibaka,Oklahoma City,Indiana,R,31.95,4,11,1,2,2,2,3,3,6,1,5,3,1,3,11
2013-2014 Regular Season,4/13/14,Kendrick Perkins,Oklahoma City,Indiana,R,22.64,1,3,0,0,0,0,1,7,8,1,2,1,1,0,2
2013-2014 Regular Season,4/13/14,Thabo Sefolosha,Oklahoma City,Indiana,R,20.75,0,1,0,1,0,0,0,1,1,4,5,0,0,0,0
2013-2014 Regular Season,4/13/14,Russell Westbrook,Oklahoma City,Indiana,R,33.05,7,23,3,10,4,5,4,5,9,7,2,1,4,0,21
2013-2014 Regular Season,4/13/14,Caron Butler,Oklahoma City,Indiana,R,30.14,6,10,1,3,0,0,0,1,1,0,3,3,0,0,13
2013-2014 Regular Season,4/13/14,Steven Adams,Oklahoma City,Indiana,R,13.1,2,3,0,0,0,0,0,1,1,0,3,2,0,0,4
2013-2014 Regular Season,4/13/14,Reggie Jackson,Oklahoma City,Indiana,R,14.95,3,4,0,0,2,2,0,0,0,3,2,0,2,0,8
2013-2014 Regular Season,4/13/14,Nick Collison,Oklahoma City,Indiana,R,16.05,0,1,0,0,0,0,0,2,2,3,1,0,0,1,0
2013-2014 Regular Season,4/13/14,Derek Fisher,Oklahoma City,Indiana,R,15.35,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2013-2014 Regular Season,4/13/14,Paul George,Indiana,Oklahoma City,H,35.7,6,17,3,6,5,5,2,10,12,2,3,0,1,0,20
2013-2014 Regular Season,4/13/14,David West,Indiana,Oklahoma City,H,33.02,9,11,0,0,3,4,2,4,6,1,4,0,3,1,21
2013-2014 Regular Season,4/13/14,Roy Hibbert,Indiana,Oklahoma City,H,27.19,0,9,0,0,0,0,2,4,6,0,2,1,2,1,0
2013-2014 Regular Season,4/13/14,Lance Stephenson,Indiana,Oklahoma City,H,41.34,7,10,2,5,1,2,1,9,10,11,3,0,4,1,17
2013-2014 Regular Season,4/13/14,George Hill,Indiana,Oklahoma City,H,23.19,1,3,0,2,1,2,0,0,0,2,4,0,0,0,3
2013-2014 Regular Season,4/13/14,C.J. Watson,Indiana,Oklahoma City,H,25.07,6,10,4,7,4,6,0,3,3,1,0,1,3,0,20
2013-2014 Regular Season,4/13/14,Ian Mahinmi,Indiana,Oklahoma City,H,20.57,4,4,0,0,3,4,3,2,5,1,2,0,1,1,11
2013-2014 Regular Season,4/13/14,Evan Turner,Indiana,Oklahoma City,H,18.97,0,1,0,0,0,0,0,2,2,4,2,1,4,0,0
2013-2014 Regular Season,4/13/14,Luis Scola,Indiana,Oklahoma City,H,14.99,5,7,0,0,0,0,0,2,2,1,1,0,3,0,10
2013-2014 Regular Season,4/13/14,Terrence Ross,Toronto,Detroit,R,22.54,2,4,1,3,1,1,0,4,4,4,6,2,2,1,6
2013-2014 Regular Season,4/13/14,Amir Johnson,Toronto,Detroit,R,16.84,3,3,0,0,2,3,0,2,2,1,5,2,0,2,8
2013-2014 Regular Season,4/13/14,Jonas Valanciunas,Toronto,Detroit,R,29.84,5,12,0,0,8,9,2,6,8,1,2,1,0,0,18
2013-2014 Regular Season,4/13/14,DeMar DeRozan,Toronto,Detroit,R,37.57,10,19,2,4,8,10,0,1,1,3,3,0,0,0,30
2013-2014 Regular Season,4/13/14,Kyle Lowry,Toronto,Detroit,R,33.54,9,18,4,7,6,8,1,1,2,7,6,2,2,0,28
2013-2014 Regular Season,4/13/14,Patrick Patterson,Toronto,Detroit,R,24.65,2,5,0,3,0,0,2,6,8,1,1,0,1,3,4
2013-2014 Regular Season,4/13/14,John Salmons,Toronto,Detroit,R,16.09,0,3,0,0,0,0,0,1,1,1,2,0,0,0,0
2013-2014 Regular Season,4/13/14,Tyler Hansbrough,Toronto,Detroit,R,10.6,0,0,0,0,2,2,0,3,3,0,2,1,0,0,2
2013-2014 Regular Season,4/13/14,Greivis Vasquez,Toronto,Detroit,R,19.35,5,9,2,4,2,2,0,0,0,2,3,0,3,0,14
2013-2014 Regular Season,4/13/14,Nando De Colo,Toronto,Detroit,R,14.94,2,5,0,2,0,0,1,0,1,2,3,0,1,0,4
2013-2014 Regular Season,4/13/14,Chuck Hayes,Toronto,Detroit,R,14.09,1,3,0,0,0,0,2,8,10,0,2,0,0,0,2
2013-2014 Regular Season,4/13/14,Kyle Singler,Detroit,Toronto,H,40.54,4,9,2,4,4,6,2,4,6,3,3,0,0,0,14
2013-2014 Regular Season,4/13/14,Greg Monroe,Detroit,Toronto,H,33.72,8,13,0,0,7,11,4,6,10,1,3,0,2,1,23
2013-2014 Regular Season,4/13/14,Andre Drummond,Detroit,Toronto,H,31.27,5,9,0,0,4,8,6,11,17,2,5,2,3,3,14
2013-2014 Regular Season,4/13/14,Rodney Stuckey,Detroit,Toronto,H,28.12,5,11,0,1,8,10,3,3,6,4,4,0,4,0,18
2013-2014 Regular Season,4/13/14,Brandon Jennings,Detroit,Toronto,H,28.54,6,18,2,9,3,4,0,3,3,7,0,1,2,0,17
2013-2014 Regular Season,4/13/14,Jonas Jerebko,Detroit,Toronto,H,22.94,2,5,1,1,1,1,2,2,4,2,4,1,1,0,6
2013-2014 Regular Season,4/13/14,Tony Mitchell,Detroit,Toronto,H,6.69,1,2,0,0,0,1,3,0,3,0,4,2,1,0,2
2013-2014 Regular Season,4/13/14,Luigi Datome,Detroit,Toronto,H,13.4,0,2,0,1,0,0,0,4,4,2,1,0,0,0,0
2013-2014 Regular Season,4/13/14,Peyton Siva,Detroit,Toronto,H,19.89,2,9,0,3,5,7,0,0,0,4,3,0,1,0,9
2013-2014 Regular Season,4/13/14,Kentavious Caldwell-Pope,Detroit,Toronto,H,14.94,2,6,0,1,0,0,1,1,2,0,2,0,0,0,4
2013-2014 Regular Season,4/13/14,Maurice Harkless,Orlando,Brooklyn,R,23.72,4,8,1,2,1,1,1,2,3,2,1,0,2,0,10
2013-2014 Regular Season,4/13/14,Kyle O'Quinn,Orlando,Brooklyn,R,22.45,5,7,0,0,0,0,1,3,4,2,3,2,1,0,10
2013-2014 Regular Season,4/13/14,Dewayne Dedmon,Orlando,Brooklyn,R,20.02,1,4,0,0,0,0,1,4,5,0,2,1,2,2,2
2013-2014 Regular Season,4/13/14,Arron Afflalo,Orlando,Brooklyn,R,21.3,2,7,1,2,0,0,0,0,0,5,1,0,0,0,5
2013-2014 Regular Season,4/13/14,Victor Oladipo,Orlando,Brooklyn,R,25.69,5,8,3,3,1,2,0,2,2,1,2,2,6,0,14
2013-2014 Regular Season,4/13/14,Tobias Harris,Orlando,Brooklyn,R,27.15,7,11,1,2,3,5,2,5,7,2,2,3,2,0,18
2013-2014 Regular Season,4/13/14,Doron Lamb,Orlando,Brooklyn,R,26.7,1,7,1,5,0,0,1,0,1,1,2,1,2,0,3
2013-2014 Regular Season,4/13/14,Andrew Nicholson,Orlando,Brooklyn,R,26.39,5,8,0,1,2,2,1,6,7,0,6,2,1,0,12
2013-2014 Regular Season,4/13/14,E'Twaun Moore,Orlando,Brooklyn,R,24.29,3,6,0,1,2,2,0,0,0,3,0,1,2,0,8
2013-2014 Regular Season,4/13/14,Ronnie Price,Orlando,Brooklyn,R,22.32,2,8,1,4,1,2,1,1,2,6,4,1,1,0,6
2013-2014 Regular Season,4/13/14,Andrei Kirilenko,Brooklyn,Orlando,H,27.29,1,4,0,0,0,0,0,3,3,2,1,0,1,1,2
2013-2014 Regular Season,4/13/14,Paul Pierce,Brooklyn,Orlando,H,19.27,3,7,0,3,4,4,0,5,5,3,1,3,0,0,10
2013-2014 Regular Season,4/13/14,Kevin Garnett,Brooklyn,Orlando,H,19.29,1,3,0,0,1,2,2,5,7,2,2,1,5,2,3
2013-2014 Regular Season,4/13/14,Joe Johnson,Brooklyn,Orlando,H,33.8,6,13,3,7,2,2,1,2,3,2,0,0,4,0,17
2013-2014 Regular Season,4/13/14,Deron Williams,Brooklyn,Orlando,H,34.95,5,10,4,7,2,3,0,1,1,5,1,4,2,0,16
2013-2014 Regular Season,4/13/14,Mason Plumlee,Brooklyn,Orlando,H,26.17,6,8,0,0,5,8,5,6,11,2,1,2,4,1,17
2013-2014 Regular Season,4/13/14,Marcus Thornton,Brooklyn,Orlando,H,22.65,3,11,1,5,1,2,2,2,4,4,1,0,1,0,8
2013-2014 Regular Season,4/13/14,Mirza Teletovic,Brooklyn,Orlando,H,28.74,7,12,4,7,2,2,2,4,6,1,4,0,2,1,20
2013-2014 Regular Season,4/13/14,Jorge Gutierrez,Brooklyn,Orlando,H,18.85,0,2,0,0,0,0,1,1,2,2,4,0,2,0,0
2013-2014 Regular Season,4/13/14,Andray Blatche,Brooklyn,Orlando,H,6.92,2,3,0,0,0,0,1,0,1,0,1,1,2,0,4
2013-2014 Regular Season,4/13/14,Jason Collins,Brooklyn,Orlando,H,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Marquis Teague,Brooklyn,Orlando,H,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Carlos Boozer,Chicago,New York,R,24,4,9,0,0,0,0,2,5,7,5,4,0,1,0,8
2013-2014 Regular Season,4/13/14,Mike Dunleavy,Chicago,New York,R,32.72,4,9,1,4,4,4,0,3,3,0,1,1,0,0,13
2013-2014 Regular Season,4/13/14,Joakim Noah,Chicago,New York,R,40.44,2,5,0,0,9,11,4,13,17,9,4,1,4,1,13
2013-2014 Regular Season,4/13/14,Jimmy Butler,Chicago,New York,R,45.1,6,11,2,4,3,6,0,3,3,3,3,1,2,0,17
2013-2014 Regular Season,4/13/14,Kirk Hinrich,Chicago,New York,R,32.94,4,13,1,6,2,2,1,3,4,3,1,0,1,0,11
2013-2014 Regular Season,4/13/14,D.J. Augustin,Chicago,New York,R,30.35,3,13,2,8,4,6,1,2,3,3,1,0,4,0,12
2013-2014 Regular Season,4/13/14,Taj Gibson,Chicago,New York,R,27.25,5,13,0,0,3,3,3,4,7,0,4,0,3,0,13
2013-2014 Regular Season,4/13/14,Nazr Mohammed,Chicago,New York,R,4.32,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2
2013-2014 Regular Season,4/13/14,Tony Snell,Chicago,New York,R,2.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2013-2014 Regular Season,4/13/14,Carmelo Anthony,New York,Chicago,H,28.29,7,13,1,4,2,3,1,0,1,3,4,1,2,0,17
2013-2014 Regular Season,4/13/14,Amar'e Stoudemire,New York,Chicago,H,34.44,5,8,0,0,2,3,2,1,3,2,2,1,0,1,12
2013-2014 Regular Season,4/13/14,Tyson Chandler,New York,Chicago,H,29.65,0,2,0,0,1,2,1,11,12,1,2,1,2,1,1
2013-2014 Regular Season,4/13/14,Raymond Felton,New York,Chicago,H,35.55,5,14,1,3,3,4,0,1,1,7,4,1,1,0,14
2013-2014 Regular Season,4/13/14,J.R. Smith,New York,Chicago,H,22.17,6,13,5,9,0,0,0,3,3,1,0,1,1,0,17
2013-2014 Regular Season,4/13/14,Iman Shumpert,New York,Chicago,H,31.74,5,11,0,1,0,0,0,7,7,0,3,1,1,0,10
2013-2014 Regular Season,4/13/14,Tim Hardaway,New York,Chicago,H,26.55,5,12,2,7,8,8,0,1,1,0,2,3,0,0,20
2013-2014 Regular Season,4/13/14,Pablo Prigioni,New York,Chicago,H,11.62,1,3,0,1,1,1,0,0,0,0,4,0,0,0,3
2013-2014 Regular Season,4/13/14,Cole Aldrich,New York,Chicago,H,18.35,3,5,0,0,0,0,3,5,8,2,4,0,2,3,6
2013-2014 Regular Season,4/13/14,Toure' Murry,New York,Chicago,H,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Jeremy Tyler,New York,Chicago,H,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Andre Iguodala,Golden State,Portland,R,37.05,7,10,1,3,0,0,0,5,5,4,2,1,2,0,15
2013-2014 Regular Season,4/13/14,David Lee,Golden State,Portland,R,33.34,2,9,0,0,0,2,0,4,4,2,6,1,3,0,4
2013-2014 Regular Season,4/13/14,Andrew Bogut,Golden State,Portland,R,31.69,1,3,0,0,0,0,2,7,9,4,4,2,0,0,2
2013-2014 Regular Season,4/13/14,Klay Thompson,Golden State,Portland,R,31.99,9,17,6,10,1,2,0,2,2,2,6,2,1,0,25
2013-2014 Regular Season,4/13/14,Stephen Curry,Golden State,Portland,R,45.44,16,29,7,14,8,8,1,0,1,5,3,3,4,0,47
2013-2014 Regular Season,4/13/14,Harrison Barnes,Golden State,Portland,R,22.22,3,7,1,3,1,2,2,6,8,1,1,0,0,0,8
2013-2014 Regular Season,4/13/14,Jermaine O'Neal,Golden State,Portland,R,20.44,2,5,0,0,2,2,0,3,3,1,1,0,1,0,6
2013-2014 Regular Season,4/13/14,Steve Blake,Golden State,Portland,R,13.07,2,6,1,4,0,0,0,1,1,1,1,0,0,0,5
2013-2014 Regular Season,4/13/14,Draymond Green,Golden State,Portland,R,22.32,1,3,1,2,0,0,1,3,4,2,3,1,2,0,3
2013-2014 Regular Season,4/13/14,Jordan Crawford,Golden State,Portland,R,7.45,1,2,0,1,0,0,0,1,1,0,0,0,1,0,2
2013-2014 Regular Season,4/13/14,Marreese Speights,Golden State,Portland,R,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Nicolas Batum,Portland,Golden State,H,43.82,7,9,3,5,1,5,0,12,12,5,0,1,3,1,18
2013-2014 Regular Season,4/13/14,LaMarcus Aldridge,Portland,Golden State,H,38.14,11,23,0,0,4,6,1,6,7,2,0,3,2,0,26
2013-2014 Regular Season,4/13/14,Robin Lopez,Portland,Golden State,H,45.27,6,11,0,0,4,4,3,4,7,3,2,0,1,0,16
2013-2014 Regular Season,4/13/14,Wesley Matthews,Portland,Golden State,H,41.87,6,13,4,10,8,10,0,3,3,3,2,1,4,0,24
2013-2014 Regular Season,4/13/14,Damian Lillard,Portland,Golden State,H,43.59,3,13,2,6,5,6,1,2,3,5,4,1,3,1,13
2013-2014 Regular Season,4/13/14,Thomas Robinson,Portland,Golden State,H,13.09,2,4,0,0,0,0,2,3,5,2,2,1,1,0,4
2013-2014 Regular Season,4/13/14,Mo Williams,Portland,Golden State,H,21.97,8,10,1,2,1,1,0,3,3,3,2,0,0,0,18
2013-2014 Regular Season,4/13/14,Dorell Wright,Portland,Golden State,H,17.29,0,3,0,1,0,0,0,6,6,3,0,0,0,1,0
2013-2014 Regular Season,4/13/14,Corey Brewer,Minnesota,Sacramento,R,30.37,2,8,0,1,6,8,0,0,0,1,4,2,0,1,10
2013-2014 Regular Season,4/13/14,Kevin Love,Minnesota,Sacramento,R,38.44,12,23,4,9,15,17,4,7,11,1,0,0,3,0,43
2013-2014 Regular Season,4/13/14,Gorgui Dieng,Minnesota,Sacramento,R,34.97,9,15,1,1,2,2,3,11,14,4,4,2,3,2,21
2013-2014 Regular Season,4/13/14,Kevin Martin,Minnesota,Sacramento,R,18.22,0,8,0,3,2,2,0,1,1,0,1,1,1,0,2
2013-2014 Regular Season,4/13/14,Ricky Rubio,Minnesota,Sacramento,R,32.3,0,4,0,1,0,0,0,1,1,11,1,0,2,0,0
2013-2014 Regular Season,4/13/14,Robbie Hummel,Minnesota,Sacramento,R,16.97,1,3,1,2,0,0,1,0,1,1,3,0,0,0,3
2013-2014 Regular Season,4/13/14,Luc Mbah a Moute,Minnesota,Sacramento,R,25.45,6,9,0,0,0,0,1,2,3,0,1,1,1,1,12
2013-2014 Regular Season,4/13/14,Ronny Turiaf,Minnesota,Sacramento,R,4.12,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0
2013-2014 Regular Season,4/13/14,Jose Barea,Minnesota,Sacramento,R,22.47,2,11,1,5,0,0,0,2,2,7,3,0,0,0,5
2013-2014 Regular Season,4/13/14,Dante Cunningham,Minnesota,Sacramento,R,16.72,3,7,0,0,1,1,1,5,6,1,2,0,0,0,7
2013-2014 Regular Season,4/13/14,Derrick Williams,Sacramento,Minnesota,H,39.74,4,9,1,2,4,7,1,3,4,1,1,1,2,0,13
2013-2014 Regular Season,4/13/14,Jason Thompson,Sacramento,Minnesota,H,26.89,3,8,0,0,0,0,2,9,11,1,6,2,2,0,6
2013-2014 Regular Season,4/13/14,DeMarcus Cousins,Sacramento,Minnesota,H,37.47,13,21,0,0,9,13,1,14,15,6,2,1,6,3,35
2013-2014 Regular Season,4/13/14,Ben McLemore,Sacramento,Minnesota,H,38.85,6,11,3,6,4,5,1,2,3,2,4,0,1,2,19
2013-2014 Regular Season,4/13/14,Isaiah Thomas,Sacramento,Minnesota,H,30.35,6,13,1,5,1,2,2,1,3,4,3,0,2,0,14
2013-2014 Regular Season,4/13/14,Ray McCallum,Sacramento,Minnesota,H,28.37,5,9,1,2,0,0,0,3,3,6,1,0,1,1,11
2013-2014 Regular Season,4/13/14,Aaron Gray,Sacramento,Minnesota,H,7.82,1,2,0,0,0,0,0,2,2,1,0,0,0,0,2
2013-2014 Regular Season,4/13/14,Quincy Acy,Sacramento,Minnesota,H,12.74,2,2,0,0,0,0,1,1,2,0,4,0,0,0,4
2013-2014 Regular Season,4/13/14,Travis Outlaw,Sacramento,Minnesota,H,17.8,1,7,0,2,0,0,0,4,4,4,2,2,1,0,2
2013-2014 Regular Season,4/13/14,Tayshaun Prince,Memphis,LA Lakers,R,21.45,4,7,1,1,0,0,1,4,5,2,0,0,0,1,9
2013-2014 Regular Season,4/13/14,Zach Randolph,Memphis,LA Lakers,R,30.94,4,8,0,0,2,4,1,5,6,4,2,2,4,0,10
2013-2014 Regular Season,4/13/14,Marc Gasol,Memphis,LA Lakers,R,36.27,7,16,0,0,4,5,4,11,15,4,1,3,3,0,18
2013-2014 Regular Season,4/13/14,Courtney Lee,Memphis,LA Lakers,R,29.75,4,11,2,4,0,0,2,1,3,3,2,0,2,1,10
2013-2014 Regular Season,4/13/14,Mike Conley,Memphis,LA Lakers,R,34.5,9,12,2,3,4,4,0,1,1,8,2,2,1,0,24
2013-2014 Regular Season,4/13/14,Tony Allen,Memphis,LA Lakers,R,19.4,4,12,0,2,0,0,2,3,5,3,1,2,2,1,8
2013-2014 Regular Season,4/13/14,Kosta Koufos,Memphis,LA Lakers,R,8.25,2,3,0,0,0,0,1,2,3,1,1,0,1,1,4
2013-2014 Regular Season,4/13/14,Mike Miller,Memphis,LA Lakers,R,23.59,5,7,3,4,0,0,1,4,5,2,0,1,2,0,13
2013-2014 Regular Season,4/13/14,Nick Calathes,Memphis,LA Lakers,R,14.44,1,4,0,1,0,0,0,0,0,2,0,0,1,0,2
2013-2014 Regular Season,4/13/14,Ed Davis,Memphis,LA Lakers,R,19.67,2,8,0,0,0,0,4,5,9,0,3,0,1,3,4
2013-2014 Regular Season,4/13/14,James Johnson,Memphis,LA Lakers,R,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Beno Udrih,Memphis,LA Lakers,R,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/13/14,Wesley Johnson,LA Lakers,Memphis,H,40.15,6,12,3,5,0,0,3,12,15,4,1,1,1,0,15
2013-2014 Regular Season,4/13/14,Ryan Kelly,LA Lakers,Memphis,H,24.49,2,8,1,3,3,4,0,1,1,3,5,1,2,1,8
2013-2014 Regular Season,4/13/14,Jordan Hill,LA Lakers,Memphis,H,27.02,5,9,0,0,0,0,2,8,10,3,3,1,3,2,10
2013-2014 Regular Season,4/13/14,Jodie Meeks,LA Lakers,Memphis,H,38.79,7,12,1,3,5,5,0,0,0,1,1,0,0,0,20
2013-2014 Regular Season,4/13/14,Kendall Marshall,LA Lakers,Memphis,H,28.84,4,9,1,4,0,0,0,0,0,9,0,2,3,0,9
2013-2014 Regular Season,4/13/14,Nick Young,LA Lakers,Memphis,H,25.52,5,12,4,8,0,0,0,1,1,0,2,1,0,1,14
2013-2014 Regular Season,4/13/14,Robert Sacre,LA Lakers,Memphis,H,30.77,4,8,0,0,1,2,0,2,2,2,2,3,2,1,9
2013-2014 Regular Season,4/13/14,Jordan Farmar,LA Lakers,Memphis,H,24.45,2,10,1,4,0,0,0,3,3,7,1,0,4,0,5
2013-2014 Regular Season,4/14/14,Jeff Green,Boston,Philadelphia,R,37.64,10,16,2,4,5,6,0,3,3,1,6,3,1,2,27
2013-2014 Regular Season,4/14/14,Brandon Bass,Boston,Philadelphia,R,38.04,3,11,0,0,3,4,4,4,8,2,5,0,1,2,9
2013-2014 Regular Season,4/14/14,Kelly Olynyk,Boston,Philadelphia,R,35.29,10,19,2,3,6,7,3,6,9,3,4,0,2,0,28
